ALB,RPT-COLUMN-Cornish lithium dreams may die in South America's salt lakes: Andy Home LONDON, Feb 3 There's lithium in them there Cornish hills! ~
CBS,Viacom CEO to present turnaround strategy on Thursday Feb 6 Newly named Viacom Inc Chief Executive Officer Bob Bakish will outline his plans to revive the company's struggling business on Thursday during an earnings call, he told shareholders on Monday. ~
MYL.A,Mylan agreed to pay $96.5 million in Provigil antitrust class action Mylan NV has agreed to pay $96.5 million to settle  claims by drug purchasers that it delayed launching a generic version of Cephalon Inc's narcolepsy drug Provigil in exchange for payment from Cephalon. ~UPDATE 1-Mylan agreed to pay $96.5 mln in Provigil antitrust class action Feb 6 Mylan NV has agreed to pay $96.5 million to settle  claims by drug purchasers that it delayed launching a generic version of Cephalon Inc's narcolepsy drug Provigil in exchange for payment from Cephalon. ~Mylan agreed to pay $96.5 mln in Provigil antitrust class action Feb 6 Mylan NV has agreed to pay $96.5 million to settle  claims by drug purchasers that it delayed launching a generic version of Cephalon Inc's narcolepsy drug Provigil in exchange for payment from Cephalon. ~
QCOM.O,BRIEF-TDK unit to transfer 51 pct stake in RF360 Holdings Singapore PTE. Ltd. to Qualcomm Global Trading PTE. Ltd * Says the co's wholly owned unit EPCOS AG will transfer 51 percent stake in RF360 Holdings Singapore PTE. Ltd. to Qualcomm Global Trading PTE. Ltd, a unit of Qualcomm Inc ~
SYK,Stryker Orthopaedics Corp wins $486 mln Pentagon contract -statement WASHINGTON, Feb 6 Stryker Orthopaedics Corp, a unit of Stryker Corp, has been awarded a $486 million contract for orthopedic products, the Pentagon said in a statement on Monday.   (Reporting by Washington Newsroom; Editing by Eric Walsh) ~
DIS,UPDATE 4-Hasbro's record holiday quarter lifts shares to all-time high * Shares rise 16.6 pct to record high of $96.34   (Adds CEO comment) ~
TWX,UPDATE 2-Twenty-First Century Fox profit tops estimates, revenue misses Feb 6 Twenty-First Century Fox Inc  reported a quarterly profit that beat analysts' expectations, as its television and cable units benefited from hosting the World Series and its  cable news channel enjoyed strong ratings during the U.S. presidential campaign. ~
FOXA.O,Twenty-First Century Fox revenue rises 4.2 pct Feb 6 Twenty-First Century Fox Inc  reported a 4.2 percent rise in quarterly revenue, as its television unit benefited from hosting the baseball World Series and its cable news channel enjoyed strong ratings during the U.S. presidential campaign. ~
FOX.O,Twenty-First Century Fox revenue rises 4.2 pct Feb 6 Twenty-First Century Fox Inc  reported a 4.2 percent rise in quarterly revenue, as its television unit benefited from hosting the baseball World Series and its cable news channel enjoyed strong ratings during the U.S. presidential campaign. ~
TSN,Tyson reveals subpoena linked to alleged price fixing Tyson Foods Inc disclosed on Monday it has received a subpoena from the U.S. Securities and Exchange Commission following allegations it conspired with rivals for years to fix chicken prices. ~UPDATE 4-Tyson reveals subpoena linked to alleged price fixing Feb 6 Tyson Foods Inc disclosed on Monday it has received a subpoena from the U.S. Securities and Exchange Commission following allegations it conspired with rivals for years to fix chicken prices. ~BRIEF-Tyson Foods reports Q1 net income per share attributable to Tyson of $1.59 * For fiscal 2017, pork segment's operating margin should be around 12% ~BRIEF-Tyson Foods says gets subpoena from SEC * Tyson Foods - On Jan 20, Co received a subpoena from the sec  in connection with an investigation related to the company - SEC filing ~Tyson Foods quarterly profit jumps 28.6 pct Feb 6 Tyson Foods Inc, the biggest U.S. meat processor, reported a 28.6 percent rise in quarterly profit, helped by higher exports of beef and pork and lower livestock costs. ~BRIEF-Tyson Foods qtrly net income per share attributable to Co $ 1.59 * Tyson Foods Inc - Q1 sales $9,182 million versus $9,152 million ~
VIAB.O,Viacom CEO to present turnaround strategy on Thursday Newly named Viacom Inc  Chief Executive Officer Bob Bakish will outline his plans to revive the company's struggling business on Thursday during an earnings call, he told shareholders on Monday. ~Viacom CEO to present turnaround strategy on Thursday Feb 6 Newly named Viacom Inc Chief Executive Officer Bob Bakish will outline his plans to revive the company's struggling business on Thursday during an earnings call, he told shareholders on Monday. ~
V,BRIEF-Visa calls for redemption all of its 1.200 pct notes due 2017 * Visa Inc - on Sept 11, co called for redemption all of $1.75 billion principal amount outstanding of its 1.200 pct notes due 2017‍​ - SEC filing ~BRIEF-Visa Inc files for three-part senior notes offering of up to $2.5 bln * Visa Inc says files for three-part senior notes offering of up to $2.5 billion - SEC filing‍​ ~Former BoE deputy Hogg to join Visa as Europe unit CEO Visa Inc, the world's largest payments processor, on Thursday named former Bank of England (BoE) deputy governor Charlotte Hogg as chief executive of its Europe division. ~CORRECTED-UPDATE 1-MOVES-Former BoE deputy Hogg to join Visa as Europe unit CEO Sept 7 Visa Inc, the world's largest payments processor, on Thursday named former Bank of England (BoE) deputy governor Charlotte Hogg as chief executive of its Europe division. ~MOVES-Visa names ex-BoE deputy Charlotte Hogg as Europe unit CEO Sept 7 Visa Inc, the world's largest payments processor, on Thursday named Charlotte Hogg as chief executive of its Europe division. ~BRIEF-Visa appoints Charlotte Hogg as CEO of European operations * Visa Inc appoints Charlotte Hogg as chief executive officer of the compan's European operations ~BRIEF-Visa Inc files prospectus supplement for potential three-part senior notes offering * Visa Inc files prospectus supplement for potential three-part senior notes offering; size not disclosed - sec filing‍​ Source text (http://bit.ly/2vLDrIe) Further company coverage: ~BRIEF-Visa enables on the go payments with the new Fitbit Ionic * Visa inc- ‍enabling visa payments on fitbit's smartwatch fitbit ionic​ ~BRIEF-Bridg raises $11 million in Series B funding * Bridg raises $11 million in Series B funding from Morpheus Ventures, March Capital, Visa and NextEquity ~
